TO,FROM,REASON,SERVER,DATE,CHANNEL
liviade#1387,Zeptimus#3359, for leading stewards call 2 weeks in a row!! ,Token Engineering Commons,Aug-04-2021,🙏｜praise
durgadas#9280,solsista#5370,for great input and inspiration for the participant's journey / informed consent ,Token Engineering Commons,Aug-04-2021,🎑｜omega
Letty#5399,solsista#5370,@Mount Manu  for participating in the 0mega working group ,Token Engineering Commons,Aug-04-2021,🎑｜omega
Zeptimus#3359,solsista#5370,@Mount Manu  for participating in the 0mega working group ,Token Engineering Commons,Aug-04-2021,🎑｜omega
liviade#1387,solsista#5370,@Mount Manu  for participating in the 0mega working group ,Token Engineering Commons,Aug-04-2021,🎑｜omega
Mount Manu#3530,solsista#5370,@Mount Manu  for participating in the 0mega working group ,Token Engineering Commons,Aug-04-2021,🎑｜omega
durgadas#9280,solsista#5370,@Mount Manu  for participating in the 0mega working group ,Token Engineering Commons,Aug-04-2021,🎑｜omega
Mount Manu#3530,solsista#5370,@Mount Manu for actively enriching the agenda for our next session on 18th ,Token Engineering Commons,Aug-04-2021,🎑｜omega
solsista#5370,Letty#5399,for putting down a thoughtful doc on TE Ethics research and leading today's findings ,Token Engineering Commons,Aug-04-2021,🎑｜omega
Zeptimus#3359,liviade#1387,for making hatch tutorials!! ,Token Engineering Commons,Aug-04-2021,🙏｜praise
JessicaZartler#2263,liviade#1387,for leading a CS + TEC comms meeting to align both hatch comms strategies ⚡ ,Token Engineering Commons,Aug-04-2021,🙏｜praise
durgadas#9280,Mount Manu#3530,for devoting 20 minutes to going through our Commons configuration dashboard AND Python Model and providing valuable feedback on how to make it better! ,Token Engineering Commons,Aug-04-2021,🙏｜praise
AmwFund#0979,Zeptimus#3359,"for his support on medium, to make shermin a writer! ",Token Engineering Commons,Aug-05-2021,🙏｜praise
natesuits#4789,Juankbell#7458,for sharing with me a great book about organizational identity. We are promoting a narrative of authenticity and true self to minimize the rigidity of shared defenses. ,Token Engineering Commons,Aug-05-2021,🙏｜praise
acidlazzer#5796,Juankbell#7458,for taking on designing the Graviton training invitation and the conflict management cycle infographics ,Token Engineering Commons,Aug-05-2021,🙏｜praise
durgadas#9280,Juankbell#7458,for always sharing super interesting videos about (not) managing complexity https://www.youtube.com/watch?v=gaFQJaQTXhY ,Token Engineering Commons,Aug-05-2021,🙏｜praise
divine_comedian#5493,chuygarcia92#6692,"for his special participation in the ethcc aftermovie 😍 
https://www.youtube.com/watch?v=jbevpH2Pcxs ",Token Engineering Commons,Aug-05-2021,🙏｜praise
Caeser (PST)#0046,Juankbell#7458,@Caeser (PST) for writing this article about precedents that can help to promote trademarks rights in DAOs.  https://medium.com/@westrick/darts-daos-and-defending-trademarks-24f97ba32c76 ,Token Engineering Commons,Aug-05-2021,🙏｜praise
liviade#1387,Juankbell#7458,for sharing this article about participatory decision making https://medium.com/block-science/mapping-the-computer-aided-governance-process-2e47eaf70889 and praise and  for always being in the frontier of political and social innovation research ,Token Engineering Commons,Aug-05-2021,🙏｜praise
JeffEmmett#7202,Juankbell#7458,for sharing this article about participatory decision making https://medium.com/block-science/mapping-the-computer-aided-governance-process-2e47eaf70889 and praise and  for always being in the frontier of political and social innovation research ,Token Engineering Commons,Aug-05-2021,🙏｜praise
JessicaZartler#2263,Juankbell#7458,for sharing this article about participatory decision making https://medium.com/block-science/mapping-the-computer-aided-governance-process-2e47eaf70889 and praise and  for always being in the frontier of political and social innovation research ,Token Engineering Commons,Aug-05-2021,🙏｜praise
mZ#3472,Juankbell#7458,for sharing this article about participatory decision making https://medium.com/block-science/mapping-the-computer-aided-governance-process-2e47eaf70889 and praise and  for always being in the frontier of political and social innovation research ,Token Engineering Commons,Aug-05-2021,🙏｜praise
acidlazzer#5796,Zeptimus#3359,"for finding an error on the common swarm tittle on youtube, mutual monitoring 😄 ",Token Engineering Commons,Aug-05-2021,🙏｜praise
griff#3281,Juankbell#7458,"for being one of the most energic and inspiring persons i've met and for  talking about the elephants in the room, voicing the collective psychosis around public goods. ",Token Engineering Commons,Aug-05-2021,🙏｜praise
divine_comedian#5493,Nuggan#5183,"I can't get my mic to work, so here it goes: all the params crew @Vitor Marthendal !!! Also for reviewing my code and @Mount Manu for the user feedback and proactively searching for collaboration possibilities ",Token Engineering Commons,Aug-05-2021,🙏｜praise
karmaticacid#1218,Nuggan#5183,"I can't get my mic to work, so here it goes: all the params crew @Vitor Marthendal !!! Also for reviewing my code and @Mount Manu for the user feedback and proactively searching for collaboration possibilities ",Token Engineering Commons,Aug-05-2021,🙏｜praise
griff#3281,Nuggan#5183,"I can't get my mic to work, so here it goes: all the params crew @Vitor Marthendal !!! Also for reviewing my code and @Mount Manu for the user feedback and proactively searching for collaboration possibilities ",Token Engineering Commons,Aug-05-2021,🙏｜praise
markop#2007,Nuggan#5183,"I can't get my mic to work, so here it goes: all the params crew @Vitor Marthendal !!! Also for reviewing my code and @Mount Manu for the user feedback and proactively searching for collaboration possibilities ",Token Engineering Commons,Aug-05-2021,🙏｜praise
Vitor Marthendal#0090,Nuggan#5183,"I can't get my mic to work, so here it goes: all the params crew @Vitor Marthendal !!! Also for reviewing my code and @Mount Manu for the user feedback and proactively searching for collaboration possibilities ",Token Engineering Commons,Aug-05-2021,🙏｜praise
elessar.eth#7945,Nuggan#5183,"I can't get my mic to work, so here it goes: all the params crew @Vitor Marthendal !!! Also for reviewing my code and @Mount Manu for the user feedback and proactively searching for collaboration possibilities ",Token Engineering Commons,Aug-05-2021,🙏｜praise
Mount Manu#3530,Nuggan#5183,"I can't get my mic to work, so here it goes: all the params crew @Vitor Marthendal !!! Also for reviewing my code and @Mount Manu for the user feedback and proactively searching for collaboration possibilities ",Token Engineering Commons,Aug-05-2021,🙏｜praise
pab🐝🐙#6151,Mount Manu#3530,for devoting 20 minutes to going through our Commons configuration dashboard AND Python Model and providing valuable feedback on how to make it better! ,Token Engineering Commons,Aug-05-2021,🙏｜praise
MehighCB#4516,Mount Manu#3530,for devoting 20 minutes to going through our Commons configuration dashboard AND Python Model and providing valuable feedback on how to make it better! ,Token Engineering Commons,Aug-05-2021,🙏｜praise
Juankbell#7458,Zeptimus#3359,for prepare the advice process slide 🌞 ,Token Engineering Commons,Aug-05-2021,🙏｜praise
chuygarcia92#6692,acidlazzer#5796,for his awesome job with the TEC Aftermovie video! ,Token Engineering Commons,Aug-05-2021,🙏｜praise
natesuits#4789,iviangita#3204,for finally making it back home from Paris ,Token Engineering Commons,Aug-06-2021,🙏｜praise
Zeptimus#3359,iviangita#3204,for finally making it back home from Paris ,Token Engineering Commons,Aug-06-2021,🙏｜praise
chuygarcia92#6692,iviangita#3204,for finally making it back home from Paris ,Token Engineering Commons,Aug-06-2021,🙏｜praise
sem  🐝#0161,iviangita#3204,@sem  🐝 for the super cool https://nft.tecommons.org/ ,Token Engineering Commons,Aug-06-2021,🙏｜praise
elessar.eth#7945,iviangita#3204,@sem  🐝 for the super cool https://nft.tecommons.org/ ,Token Engineering Commons,Aug-06-2021,🙏｜praise
fabiomendes#4802,iviangita#3204,@sem  🐝 for the super cool https://nft.tecommons.org/ ,Token Engineering Commons,Aug-06-2021,🙏｜praise
santigs#9769,iviangita#3204,@sem  🐝 for the super cool https://nft.tecommons.org/ ,Token Engineering Commons,Aug-06-2021,🙏｜praise
griff#3281,iviangita#3204,@Mount Manu for coming to the Hatch Party and helping get extra people putting tokens into TEC ,Token Engineering Commons,Aug-06-2021,🙏｜praise
eduardovegap#0422,iviangita#3204,@Mount Manu for coming to the Hatch Party and helping get extra people putting tokens into TEC ,Token Engineering Commons,Aug-06-2021,🙏｜praise
liviade#1387,iviangita#3204,@Mount Manu for coming to the Hatch Party and helping get extra people putting tokens into TEC ,Token Engineering Commons,Aug-06-2021,🙏｜praise
Zeptimus#3359,iviangita#3204,@Mount Manu for coming to the Hatch Party and helping get extra people putting tokens into TEC ,Token Engineering Commons,Aug-06-2021,🙏｜praise
Juankbell#7458,iviangita#3204,@Mount Manu for coming to the Hatch Party and helping get extra people putting tokens into TEC ,Token Engineering Commons,Aug-06-2021,🙏｜praise
santigs#9769,iviangita#3204,@Mount Manu for coming to the Hatch Party and helping get extra people putting tokens into TEC ,Token Engineering Commons,Aug-06-2021,🙏｜praise
chuygarcia92#6692,iviangita#3204,@Mount Manu for coming to the Hatch Party and helping get extra people putting tokens into TEC ,Token Engineering Commons,Aug-06-2021,🙏｜praise
Mount Manu#3530,iviangita#3204,@Mount Manu for coming to the Hatch Party and helping get extra people putting tokens into TEC ,Token Engineering Commons,Aug-06-2021,🙏｜praise
natesuits#4789,iviangita#3204,@Mount Manu for coming to the Hatch Party and helping get extra people putting tokens into TEC ,Token Engineering Commons,Aug-06-2021,🙏｜praise
iviangita#3204,iviangita#3204,for all the work she’s doing for Twitter and sharing around the Hatch SWAGTEC token ,Token Engineering Commons,Aug-06-2021,🙏｜praise
markop#2007,iviangita#3204,for the new figma design for the Commons Config Dashboard ,Token Engineering Commons,Aug-06-2021,🙏｜praise
griff#3281,iviangita#3204,@Vitor Marthendal for working on the params ,Token Engineering Commons,Aug-06-2021,🙏｜praise
Vitor Marthendal#0090,iviangita#3204,@Vitor Marthendal for working on the params ,Token Engineering Commons,Aug-06-2021,🙏｜praise
divine_comedian#5493,iviangita#3204,@Vitor Marthendal for working on the params ,Token Engineering Commons,Aug-06-2021,🙏｜praise
Nuggan#5183,iviangita#3204,@Vitor Marthendal for working on the params ,Token Engineering Commons,Aug-06-2021,🙏｜praise
griff#3281,iviangita#3204,for all the work he did in Paris and his great talk ,Token Engineering Commons,Aug-06-2021,🙏｜praise
Tam2140#9361,iviangita#3204,for all the coordination in the groundwork in Paris and everybody was taken care of ,Token Engineering Commons,Aug-06-2021,🙏｜praise
jukren#8803,iviangita#3204,for all the coordination in the groundwork in Paris and everybody was taken care of ,Token Engineering Commons,Aug-06-2021,🙏｜praise
Suga#8514,iviangita#3204,for all the coordination in the groundwork in Paris and everybody was taken care of ,Token Engineering Commons,Aug-06-2021,🙏｜praise
chuygarcia92#6692,iviangita#3204,for all the Comms work and finally meeting Nate in person ,Token Engineering Commons,Aug-06-2021,🙏｜praise
Tam2140#9361,iviangita#3204,for taking a well-deserved vacation and holidays ,Token Engineering Commons,Aug-06-2021,🙏｜praise
Zeptimus#3359,iviangita#3204,for finally making it home ,Token Engineering Commons,Aug-06-2021,🙏｜praise
Zeptimus#3359,iviangita#3204,for helping with the hatchers outreach ,Token Engineering Commons,Aug-06-2021,🙏｜praise
liviade#1387,iviangita#3204,for helping with the hatchers outreach ,Token Engineering Commons,Aug-06-2021,🙏｜praise
griff#3281,iviangita#3204,for helping with the hatchers outreach ,Token Engineering Commons,Aug-06-2021,🙏｜praise
AmwFund#0979,iviangita#3204,for helping with the hatchers outreach ,Token Engineering Commons,Aug-06-2021,🙏｜praise
natesuits#4789,iviangita#3204,for meeting Eduardo in person ,Token Engineering Commons,Aug-06-2021,🙏｜praise
chuygarcia92#6692,iviangita#3204,for meeting Eduardo in person ,Token Engineering Commons,Aug-06-2021,🙏｜praise
Juankbell#7458,iviangita#3204,for meeting Eduardo in person ,Token Engineering Commons,Aug-06-2021,🙏｜praise
santigs#9769,iviangita#3204,for meeting Eduardo in person ,Token Engineering Commons,Aug-06-2021,🙏｜praise
griff#3281,iviangita#3204,for meeting Eduardo in person ,Token Engineering Commons,Aug-06-2021,🙏｜praise
Suga#8514,iviangita#3204,for meeting Eduardo in person ,Token Engineering Commons,Aug-06-2021,🙏｜praise
Tam2140#9361,iviangita#3204,for meeting Eduardo in person ,Token Engineering Commons,Aug-06-2021,🙏｜praise
Zeptimus#3359,iviangita#3204,for being so consistent with his work and always wanting to help ,Token Engineering Commons,Aug-06-2021,🙏｜praise
Anna-Marie.Swan#8824,iviangita#3204,for bringing great and needed questions to Soft Gov this week ,Token Engineering Commons,Aug-06-2021,🙏｜praise
Tam2140#9361,iviangita#3204,for taking vacation and taking her time off seriously ,Token Engineering Commons,Aug-06-2021,🙏｜praise
Suga#8514,iviangita#3204,for pushing the community blog post even being in the middle of a fire situation ,Token Engineering Commons,Aug-06-2021,🙏｜praise
chuygarcia92#6692,iviangita#3204,for doing extra work to organize Comms so he can take time off ,Token Engineering Commons,Aug-06-2021,🙏｜praise
griff#3281,iviangita#3204,because Paris was an amazing experience and he led us all going to Paris ,Token Engineering Commons,Aug-06-2021,🙏｜praise
acidlazzer#5796,iviangita#3204,because he’s been collaborating a lot and contributing a lot of designs for Youtube channel and Gravity ,Token Engineering Commons,Aug-06-2021,🙏｜praise
natesuits#4789,iviangita#3204,for the book he gave Juan and it’s really good to read about organizational identity ,Token Engineering Commons,Aug-06-2021,🙏｜praise
chuygarcia92#6692,iviangita#3204,for working a lot so that things went well in Paris ,Token Engineering Commons,Aug-06-2021,🙏｜praise
jukren#8803,iviangita#3204,for working a lot so that things went well in Paris ,Token Engineering Commons,Aug-06-2021,🙏｜praise
glocalvr#3469,Mount Manu#3530,for devoting 20 minutes to going through our Commons configuration dashboard AND Python Model and providing valuable feedback on how to make it better! ,Token Engineering Commons,Aug-06-2021,🙏｜praise
Mount Manu#3530,divine_comedian#5493,@Mount Manu  for gathering feedback on the config dashboard ,Token Engineering Commons,Aug-06-2021,🙏｜praise
markop#2007,divine_comedian#5493, for rapid and quality design work on the config dashboard ,Token Engineering Commons,Aug-06-2021,🙏｜praise
Nuggan#5183,divine_comedian#5493, @Vitor Marthendal  for their hard work building the config dashboard python code ,Token Engineering Commons,Aug-06-2021,🙏｜praise
Vitor Marthendal#0090,divine_comedian#5493, @Vitor Marthendal  for their hard work building the config dashboard python code ,Token Engineering Commons,Aug-06-2021,🙏｜praise
griff#3281,iviangita#3204,@Dan Knobelsdorf.eth@karmaticacid @Sukanshi | MultiSafe @Tarun Gupta | MultiSafe  for joining the TEC Community Call https://youtu.be/SOkA5xfC39k ,Token Engineering Commons,Aug-06-2021,🙏｜praise
